処理結果,エラー理由,商品画像名_1,商品画像名_2,商品画像名_3,商品画像名_4,商品画像名_5,商品画像名_6,商品画像名_7,商品画像名_8,商品画像名_9,商品画像名_10,商品名,商品説明,SKU1_種類,SKU1_在庫数,SKU1_商品管理コード,SKU1_JANコード,SKU2_種類,SKU2_在庫数,SKU2_商品管理コード,SKU2_JANコード,SKU3_種類,SKU3_在庫数,SKU3_商品管理コード,SKU3_JANコード,SKU4_種類,SKU4_在庫数,SKU4_商品管理コード,SKU4_JANコード,SKU5_種類,SKU5_在庫数,SKU5_商品管理コード,SKU5_JANコード,SKU6_種類,SKU6_在庫数,SKU6_商品管理コード,SKU6_JANコード,SKU7_種類,SKU7_在庫数,SKU7_商品管理コード,SKU7_JANコード,SKU8_種類,SKU8_在庫数,SKU8_商品管理コード,SKU8_JANコード,SKU9_種類,SKU9_在庫数,SKU9_商品管理コード,SKU9_JANコード,SKU10_種類,SKU10_在庫数,SKU10_商品管理コード,SKU10_JANコード,ブランドID,販売価格,カテゴリID,商品の状態,配送方法,発送元の地域,発送までの日数,商品ステータス
失敗,"商品画像名_1が存在しません
商品画像名_2が存在しません
配送方法が未入力です
発送元の地域が未入力です
発送までの日数が未入力です
商品ステータスが未入力です",B00DMZW1RK_1.jpg,B00DMZW1RK_2.jpg,,,,,,,,,★ 125mm★フジ矢 90CS-125 キャッチニッパーバネ付 125mm,111111111111111lllhihihoiih55555555555555555★ 125mm★フジ矢 90CS-125 キャッチニッパーバネ付 125mm【用途・特徴】&#10;配電盤や自動車、バイクなどの配線作業に最適です&#10;結束バンド(100~300mm)を2枚のプレートで挟み込むので、確実に切れ端をキャッチし飛散を防止します&#10;結束帯の切れ端の紛失を防ぎ、作業効率をUPさせます&#10;結束帯の切断面をツラ切りでき、怪我の防止に繋がります&#10;作業性の良いバネ付タイプです&#10;交換用バネはFNS-3(5本入り)です&#10;&#10;【注意事項】&#10;感電の恐れがあるため、電気の流れている物への使用は絶対にしないで下さい&#10;作業時は周りの安全を確かめ、保護メガネ等を着用してご使用下さい&#10;本来の目的以外や能力以上の使用はしないで下さい実寸:131mm重量:85g切断能力(樹脂):Φ2.0mm刃の形状:ラウンド刃、薄刃刃の形状:ラウンド刃、薄刃,,1,MC0002669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308,1,1,,,,
失敗,"商品画像名_1が存在しません
商品画像名_2が存在しません
商品画像名_3が存在しません
商品画像名_4が存在しません
商品画像名_5が存在しません
商品画像名_6が存在しません
商品画像名_7が存在しません
商品画像名_8が存在しません
配送方法が未入力です
発送元の地域が未入力です
発送までの日数が未入力です
商品ステータスが未入力です",B0B3DDGXXD_1.jpg,B0B3DDGXXD_2.jpg,B0B3DDGXXD_3.jpg,B0B3DDGXXD_4.jpg,B0B3DDGXXD_5.jpg,B0B3DDGXXD_6.jpg,B0B3DDGXXD_7.jpg,B0B3DDGXXD_8.jpg,,,Xperia 10 IV SO-52C SOG07 A202SO ケース,111111111111111lllhihihoiih55555555555555555Xperia 10 IV SO-52C SOG07 A202SO ケース【XPERIA 10 IV SO-52C docomo SOG07 au A202SO softbank SONY 専用 手帳型ケース】 画像はイメージです。ご利用のディスプレイによって、実物と色合いが若干異なる場合がございます。予めご了承ください。内側のケースは黒(ブラック)のTPUケースを使用しております。カメラ部分や充電部分などはそれぞれの機種に合わせて開口しております。音量、電源等のボタン部分はケースの上から押す仕様となっております。手帳部分とケース部分は接着しておりますが、強くめくると剥がれる場合がございます。ご了承ください。手帳部分とケース部分は接着しておりますが、強くめくると剥がれる場合がございます。ご了承ください。,,1,MC0000623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,1,1,,,,
失敗,"商品画像名_1が存在しません
商品画像名_2が存在しません
配送方法が未入力です
発送元の地域が未入力です
発送までの日数が未入力です
商品ステータスが未入力です",B002A5M2TA_1.jpg,B002A5M2TA_2.jpg,,,,,,,,,★ ルーチェ型★TRUSCO(トラスコ) 高精度ステンレス製ピンセット,111111111111111lllhihihoiih55555555555555555★ ルーチェ型★TRUSCO(トラスコ) 高精度ステンレス製ピンセット商品紹介&#10;&#10;●多種多様の小物を保持。●先端精度に優れ、サビを嫌う作業に最適です。&#10;&#10;Amazonより&#10;&#10;●先端精度に優れ、さびを嫌う作業に最適です全長(mm):170幅(mm):11先端:ルーチェ型質量(g):24質量(g):24,,1,MC0001721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,1,1,,,,
失敗,"商品画像名_1が存在しません
商品画像名_2が存在しません
商品画像名_3が存在しません
商品画像名_4が存在しません
商品画像名_5が存在しません
配送方法が未入力です
発送元の地域が未入力です
発送までの日数が未入力です
商品ステータスが未入力です",B0091FTSY4_1.jpg,B0091FTSY4_2.jpg,B0091FTSY4_3.jpg,B0091FTSY4_4.jpg,B0091FTSY4_5.jpg,,,,,,★ ミニニッパー★Mr.CAP ステンレス製 ミニニッパー カット 100mm,111111111111111lllhihihoiih55555555555555555★ ミニニッパー★Mr.CAP ステンレス製 ミニニッパー カット 100mmキャップ付で安全に携帯できる&#10;ステンレス製でサビにくい&#10;ホビーや釣りなど、狭い場所の作業に材質:ステンレスJIS420J2(日本製)、ハンドル/PVC用途:ホビー、釣り用切断能力:軟線/直径1.2mm焼入硬度:HRC-45°~48°焼入硬度:HRC-45°~48°,,1,MC0002670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308,1,1,,,,
失敗,"商品画像名_1が存在しません
商品画像名_2が存在しません
商品画像名_3が存在しません
商品画像名_4が存在しません
商品画像名_5が存在しません
商品画像名_6が存在しません
商品画像名_7が存在しません
配送方法が未入力です
発送元の地域が未入力です
発送までの日数が未入力です
商品ステータスが未入力です",B0BGX72YYH_1.jpg,B0BGX72YYH_2.jpg,B0BGX72YYH_3.jpg,B0BGX72YYH_4.jpg,B0BGX72YYH_5.jpg,B0BGX72YYH_6.jpg,B0BGX72YYH_7.jpg,,,,エレコム Xperia 5 IV [ SO-54C | SOG09 ] ケース,111111111111111lllhihihoiih55555555555555555エレコム Xperia 5 IV [ SO-54C | SOG09 ] ケース【仕様】&#10;■対応機種:Xperia 5 IV(SO-54C/SOG09)&#10;■セット内容:ケース本体×1&#10;■材質:ケース本体:TPU(熱可塑性ポリウレタン)、ポリカーボネート&#10;■カラー:ブラック&#10;&#10;【説明】&#10;■機器本体のカラーをそのまま活かせる背面クリアパネルに、衝撃吸収構造を兼ね備えたXperia 5 IV(SO-54C/SOG09)用ZEROSHOCKフレームケースです。&#10;■落下時に最も大きな衝撃が予想される四つ角にダンパーを設置し、効率的に衝撃を吸収します。&#10;■2種の素材を特殊成形し、強じんな耐久性としなやかな弾力性を合わせ持ったハイブリッドケースです。&#10;■背面には高硬度の特殊樹脂を採用し、ケースを傷から保護します。本体のカラーをいかせるクリアタイプです。&#10;■凸型に設計されたベゼルガードが液晶画面の傷やダメージを防ぎます。&#10;■ストラップの取り付けができるストラップホールが付いています。 ※本製品にストラップは付属していません。&#10;■ケースを装着したままで、純正の各種ケーブルの接続や写真撮影、ボタンの操作が可能です。&#10;■背面カメラ周りを覆い、カメラへの傷を防ぐ、カメラレンズ保護設計です。&#10;■自社環境認定基準を1つ以上満たし、『THINK ECOLOGY』マークを表示した製品です。&#10;■廃棄物削減に取り組み、製品に同梱する取扱説明書等をペーパーレス化した製品です。&#10;&#10;【商品に関するお問い合わせ】&#10;エレコム総合インフォメーションセンター&#10;TEL. 0570-084-465&#10;FAX. 0570-050-012&#10;受付時間 / 10:00~19:00 年中無休機器本体のカラーをそのまま活かせる背面クリアパネルに、衝撃吸収構造を兼ね備えたXperia 5 IV(SO-54C/SOG09)用ZEROSHOCKフレームケースです。落下時に最も大きな衝撃が予想される四つ角にダンパーを設置し、効率的に衝撃を吸収します。2種の素材を特殊成形し,,1,MC0000624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,1,1,,,,
失敗,"商品画像名_1が存在しません
商品画像名_2が存在しません
配送方法が未入力です
発送元の地域が未入力です
発送までの日数が未入力です
商品ステータスが未入力です",B07QT2TKXJ_1.jpg,B07QT2TKXJ_2.jpg,,,,,,,,,"イチネンTASCO 高精度トルクレンチ 1/2"" 校正証明書付","111111111111111lllhihihoiih55555555555555555イチネンTASCO 高精度トルクレンチ 1/2"" 校正証明書付コストパフォーマンス抜群のスタンダードモデル&#10;■スパナ部は鍛造品のため摩耗がありません。フレアナット(冷凍サイズ):1/2""口径(mm)×締付トルクN・m:26×53.9全長(mm):285※新冷媒二種規格専用です。※新冷媒二種規格専用です。",,1,MC0001722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,1,1,,,,
失敗,"商品画像名_1が存在しません
配送方法が未入力です
発送元の地域が未入力です
発送までの日数が未入力です
商品ステータスが未入力です",B01LXD7IUB_1.jpg,,,,,,,,,,明工舎製作所 MKS リングカッター替刃付 49700,111111111111111lllhihihoiih55555555555555555明工舎製作所 MKS リングカッター替刃付 4970040×40×120mm (110g)&#10;抜けなくなった指輪を簡単に切断できます。&#10;※タングステン等は切断出来ません。40×40×120mm (110g)抜けなくなった指輪を簡単に切断できます。※タングステン等は切断出来ません。,,1,MC0001723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,1,1,,,,
失敗,"商品画像名_1が存在しません
商品画像名_2が存在しません
商品画像名_3が存在しません
配送方法が未入力です
発送元の地域が未入力です
発送までの日数が未入力です
商品ステータスが未入力です",B06XFPVNN3_1.jpg,B06XFPVNN3_2.jpg,B06XFPVNN3_3.jpg,,,,,,,,Stahlwille スタビレー メガネレンチ 75゜8本セット 20/8,111111111111111lllhihihoiih55555555555555555Stahlwille スタビレー メガネレンチ 75゜8本セット 20/8質量(g):1291 狭いエンジンルームや平面状での作業に威力を発揮するオフセットが75°のメガネレンチセット。 軽量で高剛性なI型断面ボディーを採用。 6x7;8x9;10x11;12x13;14x15;16x17;18x19;20x22mm質量(g)：1291狭いエンジンルームや平面状での作業に威力を発揮するオフセットが７５°のメガネレンチセット。軽量で高剛性なＩ型断面ボディーを採用。6x7;8x9;10x11;12x13;14x15;16x17;18x19;20x22mm6x7;8x9;10x11;12x13;14x15;16x17;18x19;20x22mm,,1,MC0001724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,1,1,,,,
失敗,"商品画像名_1が存在しません
商品画像名_2が存在しません
販売価格が不正です
配送方法が未入力です
発送元の地域が未入力です
発送までの日数が未入力です
商品ステータスが未入力です",B01FM649TY_1.jpg,B01FM649TY_2.jpg,,,,,,,,,★ ブラック★Duty Japan? コンパクト収納型チェスト＆キャビネット,111111111111111lllhihihoiih55555555555555555★ ブラック★Duty Japan? コンパクト収納型チェスト＆キャビネットセットサイズ(トップチェストをローラーキャビネットに設置した場合):幅620×奥330×高さ1070mmセット重量:27.5kg トップチェストサイズ:幅600×奥260×高さ345mm ローラーキャビネットサイズ:幅620×奥330×高さ740mm 本体最大耐荷重:80kg(本体重量含む) トップチェストサイドハンドルの耐荷重:25kg(本体重量含む)トップチェストサイズ:幅600×奥260×高さ345mmローラーキャビネットサイズ:幅620×奥330×高さ740mmセットサイズ(トップチェストをローラーキャビネットに設置した場合):幅620×奥330×高さ1070mm本体最大耐荷重:80kg(本体重量含む)本体最大耐荷重:80kg(本体重量含む),,1,MC0001725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,1,1,,,,
失敗,"商品画像名_1が存在しません
商品画像名_2が存在しません
商品画像名_3が存在しません
商品画像名_4が存在しません
商品画像名_5が存在しません
商品画像名_6が存在しません
配送方法が未入力です
発送元の地域が未入力です
発送までの日数が未入力です
商品ステータスが未入力です",B00DGQS1HY_1.jpg,B00DGQS1HY_2.jpg,B00DGQS1HY_3.jpg,B00DGQS1HY_4.jpg,B00DGQS1HY_5.jpg,B00DGQS1HY_6.jpg,,,,,三共コーポレーション trad ミニモンキーレンチ,111111111111111lllhihihoiih55555555555555555三共コーポレーション trad ミニモンキーレンチ小型のモンキーで便利。サイズ:100mm,,1,MC0001726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,1,1,,,,
失敗,"商品画像名_1が存在しません
配送方法が未入力です
発送元の地域が未入力です
発送までの日数が未入力です
商品ステータスが未入力です",B001EQAFM2_1.jpg,,,,,,,,,,★ 23mm★京都機械工具(KTC) 9.5mm (3/8インチ),111111111111111lllhihihoiih55555555555555555★ 23mm★京都機械工具(KTC) 9.5mm (3/8インチ)●KTC独自のパワーフィット形状を採用しています。●貫通タイプなのでボルトが突き出たナットや奥まった箇所での作業に最適です。●全長は従来品に比べより長く設定されています。対辺寸法(mm):23.0差込角(mm):9.5全長(mm):70,,1,MC0001727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,1,1,,,,
失敗,"商品画像名_1が存在しません
商品画像名_2が存在しません
商品画像名_3が存在しません
商品画像名_4が存在しません
商品画像名_5が存在しません
商品画像名_6が存在しません
商品画像名_7が存在しません
商品画像名_8が存在しません
配送方法が未入力です
発送元の地域が未入力です
発送までの日数が未入力です
商品ステータスが未入力です",B0BB787CMS_1.jpg,B0BB787CMS_2.jpg,B0BB787CMS_3.jpg,B0BB787CMS_4.jpg,B0BB787CMS_5.jpg,B0BB787CMS_6.jpg,B0BB787CMS_7.jpg,B0BB787CMS_8.jpg,,,★ リストバンド ブラック★NINKI適応galaxy z flip4 ケース,111111111111111lllhihihoiih55555555555555555★ リストバンド ブラック★NINKI適応galaxy z flip4 ケースNINKIはスマートホン、スマートウォッチなどに関連のアクセサリーを専攻するブランド。商品の「美しく純真」と「特別さ」を追求する、日々努めてまいります。&#10;お客様のために、高水準のカスタマーサービスを提供することをお約束しますから、ご安心くださいませ。&#10;ご連絡方法：アカウントサービス内の「アカウントサービス」→「注文履歴」→「販売元」→「質問する」でございます。ご連絡にお待ちしております。&#10;&#10;本製品は取り付けが簡単です。超薄型、軽量型を考慮して最も便利な設計になっております。これはほかの製品と違った特別なデザインであります。便利な格納式リストバンドで、片手で持ってスマホを操作しやすいです。ユニークで美しいパターンのデザインで、スマホの個性をさらに魅力的にします。&#10;おしゃれなコンパチブルGalaxy Z Flip4と全然違和感がありません。これは5色選択可能で、デートやパティー、仕事など、様々な場面に対応できます。軽量、超薄型で、長く持っても手が疲れる感じもありません。&#10;【商品の特性】&#10;◆上質なPC素材&レザーリストバンド&#10;◆カバー＋カメラフィルム一体型&#10;◆ブラケット+メッキハードウェア&#10;◆おしゃれ＆かわいい&#10;◆片手で持ちやすい＆スタンド機能&#10;◆超薄型&耐衝撃&快適感&#10;◆180°折り畳み式&#10;◆耐衝撃、落下保護&#10;◆ワイヤレス充電、指紋防止&#10;◆5色選択可能&#10;※ご注意：&#10;１、Samsung Galaxy Z Flip 4 2022 だけに対応。&#10;２、本商品は折りたたみスクリーン保護フィルムとスマホ本体が含んでいません。あらかじめご了承ください。&#10;【パッケージ内容】&#10;Samsung Galaxy Z Flip 4 専用ケース×１?「対応機種」: Samsung Galaxy Z Flip 4 2022 だけに対応（ブラック） ※【ご注意：ご注文のときに機種などを確認してください。通用していませんので、ご注意ください。】?「ハンドヘルドデザイン,,1,MC0000625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,1,1,,,,
失敗,"商品画像名_1が存在しません
商品画像名_2が存在しません
商品画像名_3が存在しません
配送方法が未入力です
発送元の地域が未入力です
発送までの日数が未入力です
商品ステータスが未入力です",B002652SZM_1.jpg,B002652SZM_2.jpg,B002652SZM_3.jpg,,,,,,,,★ 1t用★TRUSCO(トラスコ) 3脚ヘッド1t用 10TH-03,111111111111111lllhihihoiih55555555555555555★ 1t用★TRUSCO(トラスコ) 3脚ヘッド1t用 10TH-03●丸木か鉄パイプがあれば簡単に組み立てられます。●チェンブロックと併用しての重量物の上げ下げに最適です。定格荷重(t):1適合支柱:鉄パイプ適用支柱径(mm):48.6質量(kg):5質量(kg):5,,1,MC0001728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,1,1,,,,
失敗,"商品画像名_1が存在しません
商品画像名_2が存在しません
商品画像名_3が存在しません
商品画像名_4が存在しません
商品画像名_5が存在しません
商品画像名_6が存在しません
配送方法が未入力です
発送元の地域が未入力です
発送までの日数が未入力です
商品ステータスが未入力です",B09SYZ7X7P_1.jpg,B09SYZ7X7P_2.jpg,B09SYZ7X7P_3.jpg,B09SYZ7X7P_4.jpg,B09SYZ7X7P_5.jpg,B09SYZ7X7P_6.jpg,,,,,★ 爪部約2.5t 頭部約5t (単品)★CGOLDENWALL 爪ジャッキ,111111111111111lllhihihoiih55555555555555555★ 爪部約2.5t 頭部約5t (単品)★CGOLDENWALL 爪ジャッキ安全荷重：爪部約2.5t / 頭部約5t。爪部は約16mm程度の隙間があれば、重量物を持ち上げることが出来ます。持ち手付きご要望にお応えして持ち手を付けました、更に運びやすく、安定した作業を実現した一品です。ハンドルソケットは180度回転可能で、作業しやすい位置に自由合わせられます。連結式の操作ハンドルなので、場面に応じて2段階の長さ約473mmまで調節可能です。連結式の操作ハンドルなので、場面に応じて2段階の長さ約473mmまで調節可能です。,,1,MC0002671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308,1,1,,,,
失敗,"商品画像名_1が存在しません
商品画像名_2が存在しません
商品画像名_3が存在しません
商品画像名_4が存在しません
商品画像名_5が存在しません
商品画像名_6が存在しません
商品画像名_7が存在しません
配送方法が未入力です
発送元の地域が未入力です
発送までの日数が未入力です
商品ステータスが未入力です",B08NHQXCL7_1.jpg,B08NHQXCL7_2.jpg,B08NHQXCL7_3.jpg,B08NHQXCL7_4.jpg,B08NHQXCL7_5.jpg,B08NHQXCL7_6.jpg,B08NHQXCL7_7.jpg,,,,★ iPhone 12 iPhone 12 Pro,111111111111111lllhihihoiih55555555555555555★ iPhone 12 iPhone 12 Pro・厚みのあるレザーにオリジナルで人気のボタニカル柄の刺繍を施した、大人の雰囲気の可愛い手帳ケースです。 ・手帳を開きますと、カードポケット部分にワンポイントで一凛の花を刺繍しております。 ・内側にスマホをはめる機種専用のケースを張り付けており、がっちりとホールドいたします。 ・手帳のマチ部分の上下部にストラップホールを施しておりますので、チェーンで繋いで可愛くオシャレにアレンジ可能となります。 ・ ...【iPhone 12 iPhone 12Pro docomo au softbank 専用 手帳型ケース】 画像はイメージです。ご利用のディスプレイによって、実物と色合いが若干異なる場合がございます。予めご了承ください。内側のケースは黒(ブラック)のTPUケースを使用しております。カメラ部分や充電部分などはそれぞれの機種に合わせて開口しております。音量、電源等のボタン部分はケースの上から押す仕様となっております。手帳部分とケース部分は接着しておりますが、強くめくると剥がれる場合がございます。ご了承ください。手帳部分とケース部分は接着しておりますが、強くめくると剥がれる場合がございます。ご了承ください。,,1,MC0000626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,1,1,,,,
失敗,"商品画像名_1が存在しません
商品画像名_2が存在しません
商品画像名_3が存在しません
配送方法が未入力です
発送元の地域が未入力です
発送までの日数が未入力です
商品ステータスが未入力です",B00AIFXRK2_1.jpg,B00AIFXRK2_2.jpg,B00AIFXRK2_3.jpg,,,,,,,,★ 200mm★ビクター ハイグレード電工強力ニッパ薄刃 200mm,111111111111111lllhihihoiih55555555555555555★ 200mm★ビクター ハイグレード電工強力ニッパ薄刃 200mm最先端研磨技術でシャープな切れ味&#10;&#10;【用途】&#10;電設工事、設備、配管工事等での切断・くわえ・折り曲げ作業等&#10;&#10;【特徴】&#10;・コイルばね付き&#10;&#10;【注意事項】&#10;※ピアノ線・スプリング線・ワイヤー線の切断はできません。仕様:エラストマーカバー付サイズ:208×51×14mm(規格200mm・8in)重量:310g切断能力:鉄線2.5mm・銅線3.5mm切断能力:鉄線2.5mm・銅線3.5mm,,1,MC0001729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,1,1,,,,
失敗,"商品画像名_1が存在しません
商品画像名_2が存在しません
商品画像名_3が存在しません
商品画像名_4が存在しません
商品画像名_5が存在しません
商品画像名_6が存在しません
商品画像名_7が存在しません
配送方法が未入力です
発送元の地域が未入力です
発送までの日数が未入力です
商品ステータスが未入力です",B0BHYG3MV4_1.jpg,B0BHYG3MV4_2.jpg,B0BHYG3MV4_3.jpg,B0BHYG3MV4_4.jpg,B0BHYG3MV4_5.jpg,B0BHYG3MV4_6.jpg,B0BHYG3MV4_7.jpg,,,,Hy+ Xperia5 IV 耐衝撃 ケース SO-54C SOG09 カバー,111111111111111lllhihihoiih55555555555555555Hy+ Xperia5 IV 耐衝撃 ケース SO-54C SOG09 カバー【スマホを落としてしまっても衝撃を最小限に抑えるケース】スマホが日常の生活に溶け込む現代で、落下などによるスマホの破損は販売台数に比例して増えている状況です。本ケースの角には落下時の衝撃を吸収するエアポケットを備えており、万が一スマホを落としてしまった場合でも、落下時のダメージを最小限に抑えることが可能となっており、その耐衝撃性能は第三者機関の試験による米軍MIL規格をクリアするほど高いことが証明されております。また、Xperia5 IV SO-54C SOG09専用にオリジナル設計しているためぴったりとフィットし、保護性能には欠かせないポイントとなっています。【カメラ、液晶画面は浮かせて保護】スマホを机などの平面に置いた場合に、液晶画面やカメラレンズが接触してできるキズが最小限に抑えられるよう、表側(液晶画面側)は0.6mmの、裏側(背面側)は1.0mmの高低差をつけ、浮かせることで傷や摩擦からガードします。【便利で安全対策にもなるストラップホール付き】お好きなストラップを付けることができるようストラップホールを備えています。ニーズの違いからか海外設計のものにはストラップホールが無い場合が少なくないのですが、ハイプラス製品はオリジナル設計をしてお客様のニーズにお応えしています。ストラップで自分だけのオリジナルスマホを作り上げてみたり、ネックストラップを付けて落下を防いだりと、色々とお役立ていただけます。【手にしっくり馴染むTPUはベストな素材】シリコンは柔らかくて手がベタつくし、プラスチックは硬くてツルツル滑る。TPU素材はそれらの弱点を補った、スマホケースにベストの素材です。ベタつかず適度な柔らかさでクッション性があり、心地よく手にフィットして滑りにくいので落としてしまう心配が減ります。硬すぎず柔らかすぎない材質は、取り付けやすい上にしっかりホールドするという特性をも兼ね備えています。【手にしっくり馴染むTPUはベストな素材】シリコンは柔らかくて手がベタつくし、プラスチックは硬くてツルツル滑る。TPU素材はそれらの弱点を補った、スマホケースにベストの素材です,,1,MC0000627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,1,1,,,,
